Taimekaitsevahendi ID,Taimekaitsevahendi nimi,Taimekaitsevahendi liik,Taimekaitsevahendi alamliik,Preparatiivne vorm,Loa valdaja,Loa valdaja aadress,On keemiline,Registreerimise number,Registreerimise kuupäev,Turulelaskmise loa lõpptähtaeg,Müüdav tunnistusega,Ohutuslaused hoiatuslaused,Riskilaused ohulaused,Ohtlikkuse kategooria,Ohumärgid piktogrammid ja tunnussõna,Ohtlikud ained etiketil,Taimekaitsevahendi tootja aadress,Taimekaitsevahendi pakendaja,Pakendi suurus,Vabamüügis olevad pakendid,EL kombineeritud nomenklatuur
00798,SHARFEN,Herbitsiid,,"Emulsioon, õli vees",SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center, Carril Condomina nº 3, Planta 12, 30006 Murcia",True,00798,2021-04-27,2026-08-15,True,"P261 Vältida tolmu/suitsu/gaasi/udu/auru/pihustatud aine sissehingamist. ;P272 Saastunud töörõivaid töökohast mitte välja viia. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P363 Saastunud rõivad enne järgmist kasutamist pesta. ;P391 Mahavoolanud toode kokku koguda. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P101 Arsti poole pöördudes võtta kaasa toote pekend või etikett.;P102 Hoida lastele kättesaamatus kohas.","H317 Võib põhjustada allergilist nahareaktsiooni;H411 Mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH066 Korduv kokkupuude võib põhjustada naha kuivust või lõhenemist",Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS07;GHS09;Hoiatus,,"Prime Business Park, Dashrathlal Joshi Road, Vive Parle (West), 400056 Mumbai, India",Sharda Cropchem Ltd.,"0,5 l, 1 l, 5 l, 15 l",,38089311
00763,FREQUENT,Herbitsiid,,Emulsioonikontsentraat,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center floor 12th, Carril Condomina nº 3, Planta 12, 30006 Murcia, Spain",True,00763,2019-07-11,2027-05-31,True,"P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaveekogudest. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;P202 Mitte käidelda enne ohutusnõuetega tutvumist ja nendest arusaamist.;P261 Vältida auru ja pihustatud aine sissehingamist;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P301+P310+P331 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. MITTE kutsuda esile oksendamist.;P391 Mahavoolanud toode kokku koguda. ","H361d Arvatavasti kahjustab loodet;EUH066 Korduv kokkupuude võib põhjustada naha kuivust või lõhenemist;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H317 Võib põhjustada allergilist nahareaktsiooni",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Hingamiskahjustused - Asp. Tox. 1;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Reproduktiivtoksilisus - Repr. 2,GHS09;GHS08;GHS07;Ettevaatust,P-butüülfluasifop. Aromaatsed C10-C13 süsivesinikud.,"Domnic Holm, 29th Road, Bandra (West), Mumbai – 400 050, India",SHARDA Cropchem Ltd.,"250 ml HDPE/PA või HDPE/EVOH pudelid, 1 l HDPE/PA või HDPE/EVOH pudelid, 5 l HDPE/PA või HDPE/EVOH kanistrid, 10  l HDPE/PA või HDPE/EVOH kanistrid, 20 l HDPE/PA või HDPE/EVOH kanistrid",,38089327
00786,FORTUNE,Herbitsiid,,Emulsioonikontsentraat,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center, Carril Condomina nº 3, Planta 12, 30006 Murcia, Spain",True,00786,2020-09-30,2027-05-31,True,"P261 Vältida auru ja pihustatud aine sissehingamist;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime;H361d Arvatavasti kahjustab loodet;H317 Võib põhjustada allergilist nahareaktsiooni",Ohtlik vesikeskkonnale - Aquatic Chronic 2;Reproduktiivtoksilisus - Repr. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1,GHS09;GHS08;GHS07;Hoiatus,fluasifop-P-butüül; etoksüleeritud alkoholid C16-C18; oktaan-1-ool; kaltsiumdodetsüülbenseensulfonaat,"2nd floor , Prime Business Park, Dashrathlal Joshi Road, Vile Parle (West), Mumbai - 400056, India",Sharda Cropchem Ltd.,"100 ml PET pudel, 250 ml PET pudel, 1 l PET kanister, 1 l HDPE kanister, 5 l HDPE kanister, 10  l HDPE kanister, 20 l HDPE kanister, 50 l terasest vaat",,38089327
00857,MONEX,Kasvuregulaator,,Märguv pulber,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center, Carril Condomina nº 3, 12th Floor, 30006 Murcia, Hispaania",True,00857,2023-08-16,2027-05-31,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P305+P351+P338+ P310 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).",H319 Põhjustab tugevat silmade ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Raske silmakahjustus/silmade ärritus - Eye Irrit. 2,GHS07;Hoiatus,1-Naftüüläädikhape,"2nd floor, Prime Business Park, Dashrathlal Joshi Road, Vile Parle (West), Mumbai – 400 056, India",Sharda Cropchem Ltd.,"100 g, 200 g, 250 g, 500 g, 750 g, 1 kg, 5 kg, 10 kg, 20 kg ja 25 kg PE kotid",,38089250
00858,TRUST,Fungitsiid,,Emulsioonikontsentraat,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas ärikeskus, Carril Condomina nr. 3, 12. korrus, 30006 Murcia, Hispaania.",True,00858,2023-08-18,2027-10-15,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P201 Enne kasutamist tutvuda erijuhistega.;P102 Hoida lastele kättesaamatus kohas.;P101 Arsti poole pöördudes võtta kaasa toote pekend või etikett.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime;H361d Arvatavasti kahjustab loodet;H319 Põhjustab tugevat silmade ärritust",Ohtlik vesikeskkonnale - Aquatic Chronic 2;Reproduktiivtoksilisus - Repr. 2;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2,GHS09;GHS08;GHS07;Hoiatus,"tsükloheksanoon, penkonasool, kaltsium dodeküülbenseen sulfonaat, 2-metüülpropaan-1-ool.","Prime Business Park, Dashrathlal Joshi Road, Vile Parle (West), Mumbai – 400 056, India",Sharda Cropchem Ltd.,"2.5 ml, 4 ml, 5 ml, 10 ml, 100 ml, 250 ml, 500 ml, 1 l, 5l",,38089250
00901,COFENO,Herbitsiid,,Emulsioonikontsentraat,GLOBACHEM N.V.,"Brustem Industriepark, Lichtenberglaan 2019, B-3800 Sint-Truiden",True,00901,2024-12-27,2028-01-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida pihustatud aine sissehingamist.;P391 Mahavoolanud toode kokku koguda. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P102 Hoida lastele kättesaamatus kohas.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H319 Põhjustab tugevat silmade ärritust;H317 Võib põhjustada allergilist nahareaktsiooni",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1,GHS09;GHS07;Hoiatus,prosulfokarb,"Brustem Industriepark, Lichtenberglaan 2019, 3800 Sint-Truiden, Belgium",Globachem NV,"1 kuni 25 l HDPE  ja 0.25, 0.1, 0.2, 0.5, 1, 3, 5, 10, and 20 litre HDPE-F/ HDPE/PA  pudelid.",,38089317
00704,Novitron DAMTec,Herbitsiid,,Vees dispergeeruvad graanulid,FMC AGRICULTURAL SOLUTIONS A/S,"Thyborønvej 78, DK-7673 Harboøre Denmark",True,00704,2018-04-02,2026-06-15,True,"P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 20 m pinnaveekogudest.;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;P201 Enne kasutamist tutvuda erijuhistega.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;SPe1 Põhjavee kaitsmiseks mitte kasutada seda vahendit rohkem kui üks kord samal põllul kolme aasta jooksul.","EUH208 Sisaldab aklonifeeni ja isotsüanaate. Võib esile kutsuda allergilise reaktsiooni.;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H351 Arvatavasti põhjustab vähktõbe;H315 Põhjustab nahaärritust",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Kantserogeensus - Carc. 2;Nahasöövitus/-ärritus - Skin Irrit. 2,GHS09;GHS07;GHS08;Ettevaatust,Aklonifeen,"Rue Royal 97, 4th floor, B-1000, Brussels, Belgium",FMC Chemical s.p.r.l.,12 kg polüpropüleenist ämber,,38089327
00765,Toutatis DAMTec,Herbitsiid,,Vees dispergeeruvad graanulid,FMC AGRICULTURAL SOLUTIONS A/S,"Thyborønvej 78, DK-7673 Harboøre Denmark",True,00765,2019-10-18,2026-06-15,True,"P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 20 m pinnaveekogudest.;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;P201 Enne kasutamist tutvuda erijuhistega.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;SPe1 Põhjavee kaitsmiseks mitte kasutada seda vahendit rohkem kui üks kord samal põllul kolme aasta jooksul.","H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H351 Arvatavasti põhjustab vähktõbe;H315 Põhjustab nahaärritust;EUH208 Sisaldab aklonifeeni ja isotsüanaate. Võib esile kutsuda allergilise reaktsiooni.",Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Nahasöövitus/-ärritus - Skin Irrit. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Kantserogeensus - Carc. 2;Nahasöövitus/-ärritus - Skin Irrit. 2,GHS09;GHS07;GHS08;Ettevaatust,Aklonifeen,"Rue Royal 97, 4th floor, B-1000, Brussels, Belgium",FMC Chemical s.p.r.l.,12 kg polüpropüleenist ämber,,38089327
00769,Zorvec Enicade,Fungitsiid,,Õlidispersioon,CORTEVA AGRISCIENCE DENMARK A/S,"Langebrogade 3H, DK-1411 Copenhagen K, Denmark",True,00769,2019-11-20,2028-03-03,True,"P261 Vältida auru ja pihustatud aine sissehingamist;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P273 Vältida sattumist keskkonda. ;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).","H317 Võib põhjustada allergilist nahareaktsiooni;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime",Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS07;GHS09;Hoiatus,,"Langebrogade 3H, DK-1411 Copenhagen K, Denmark",Corteva Agriscience Denmark A/S,"Pudelid (toote sisaldus sulgudes): 4cm x 8cm (18-50ml) ; 4,8cm x 10,4cm (60-100ml); 5,5cm x 13,9cm (110-200ml); 6,1cm x 16,2cm (210-300ml); 7,6cm x 16,8cm (310-500ml).
Kanistrid: 14cm x 9cm x 16,2cm (0,6-1l); 15,5cm x 10,6cm x 17,7cm (1,5-3l); 18,1cm x 15,1cm x 28,1cm (3,5-5l); 24,4cm x 19,5cm x 24,4cm (8-10l).",,38089230
00782,Spotlight Plus,Herbitsiid;Desikant,,Mikroemulsioon,FMC AGRICULTURAL SOLUTIONS A/S,"Thyborønvej 78, DK-7673 Harboøre, Denmark",True,00782,2020-06-18,2034-07-31,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast või kasutada 75% triivi vähendavaid otsikuid puhvervööndita.;SPe1 Mullaorganismide kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab Karfentrasoon-etüüli  rohkem kui üks pritsimiskord igal kolmandal aastal.;P273 Vältida sattumist keskkonda. ;P391 Mahavoolanud toode kokku koguda. ;P280 Kanda kaitsekindaid, kaitserõivastust ja kaitsemaski.;P272 Saastunud töörõivaid töökohast mitte välja viia. ;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P261 Vältida auru ja pihustatud aine sissehingamist","H410 Väga mürgine veeorganismidele, pikaajaline toime;H317 Võib põhjustada allergilist nahareaktsiooni;EUH066 Korduv kokkupuude võib põhjustada naha kuivust või lõhenemist;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS09;Hoiatus,,"Thyborønvej 78, DK-7673 Harboøre, Denmark",FMC Agricultural Solutions A/S,"1L, 2L, 5L, 20L HDPE/PA või COEX",,38089313
00953,Brodal,Herbitsiid,,Suspensioonikontsentraat,BAYER AG,Kaiser-Wilhelm-Allee 1 51373 Leverkusen Saksamaa,True,00953,2025-11-20,2027-01-15,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P102 Hoida lastele kättesaamatus kohas.;SPe3 Suviteraviljasid pritsides, pidada veeorganismide kaitsmiseks kinni mittepritsitavast puhvervööndist 15 m pinnaveekogude piirist või puhvervööndist 10 m koos 50 % triivi vähendavate otsakutega.;SPe3 Taliteraviljasid pritsides, pidada veeorganismide kaitsmiseks kinni mittepritsitavast puhvervööndist 10 m pinnaveekogude piirist.","H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH208 Sisaldab 1,2-bensisotiasool-3(2H)-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS09;Hoiatus,diflufenikaan,"Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Saksamaa",Bayer AG,1 L HDPE pudel,,38089327
456,Propulse,Fungitsiid,,Suspoemulsioon,BAYER AG,"Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Germany",True,456,2012-04-17,2027-06-30,True,"P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P280 Kanda kaitsekindaid ja kaitserõivastust.;SPe 3 Veeorganismide kaitsmiseks pidada kinni 5 m mittepritsitavast puhvervööndist veekogudest rapsi, rüpsi ja kartuli puhul ning 10 m mittepritsitavast puhvervööndist veekogudest maisi, põldoa ja põldherne puhul.;P410 Hoida päikesevalguse eest. ","H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH208 Sisaldab 1,2-bensisotiasool-3(2H)-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH208 Sisaldab 5-kloro-2-metüül-4-isotiasoliin-3-oon ja 2-metüül-4-isotiasoliin-3-oon segu. Võib esile kutsuda allergilise reaktsiooni.",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS09;Hoiatus,,"16, rue Jean-Marie Leclair, CS 90106, F-69266 Lyon Cedex 09, France",Bayer S.A.S.,"250 ml, 500 ml, 1 l, 3 l, 5 l, 10 l, 15 l, 1000 l",,38089250
604,Ascra Xpro,Fungitsiid,,Emulsioonikontsentraat,BAYER AG,"Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Germany",True,604,2016-03-28,2026-05-31,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P310 Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P391 Mahavoolanud toode kokku koguda. ;P410 Hoida päikesevalguse eest. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida pihustatud aine sissehingamist.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.","H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H302 Allaneelamisel kahjulik",Äge mürgisus - Acute Tox. 4;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS05;GHS07;GHS09;Ettevaatust,"Sisaldab ohtlikke aineid: biksafeen, fluopüraam, protiokonasool, N,N-dimetüüldekaanamiid, 2-etüülheksanoolpropüleenetüleenglükooleeter","16, rue Jean-Marie Leclair, CS 90106, F-69266 Lyon Cedex 09, France",Bayer S.A.S.,1 l kuni 15 l HDPE pudel/kanister,,38089250
00792,Balaya,Fungitsiid,,Emulsioonikontsentraat,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu",True,00792,2021-02-26,2026-09-15,True,"P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P261 Vältida auru ja pihustatud aine sissehingamist;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P271 Käidelda üksnes välitingimustes või hästi ventileeritavas kohas. ;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 20 m pinnaveekogudest või 10m kombineeritult 50% triivi vähendavate otsikutega või 5m kombineeritult 75% triivi vähendavate otsikutega.;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).","H302 Allaneelamisel kahjulik;H332 Sissehingamisel kahjulik;H315 Põhjustab nahaärritust;H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H335 Võib põhjustada hingamisteede ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Äge mürgisus - Acute Tox. 4;Nahasöövitus/-ärritus - Skin Irrit. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS05;GHS09;Ettevaatust,"Propaanhape, 2-hüdroksü-, 2-etüülheksüülester, (2S) -","Arnhem (NL) Freienbach Branch, Switzerland.",BASF Agro B.V.,"0,15l; 0,25l; 0,5l ; 1l ;3l ;5L ;10L ; 20L PA/PE (Coex) või f-HDPE",,38089290
